entidade;atributo;descricao
sinapses.Mandado;mandado.capitulacao;Fundamento legal.
sinapses.Mandado;mandado.data_de_expedicao;Dia da emissão do mandado.
sinapses.Mandado;mandado.data_identificacao;Quando o alvo foi identificado.
sinapses.Mandado;mandado.data_ocorrencia;Data relevante.
sinapses.Mandado;mandado.data_de_validade;Prazo final para a execução legal do mandado.
sinapses.Mandado;mandado.especie_de_prisao;Categoria da ordem de prisão, como preventiva ou temporária.
sinapses.Mandado;mandado.estado;Condição atual do mandado.
sinapses.Mandado;base_entity.expandable;Valores a serem expandidos
sinapses.Mandado;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Mandado;mandado.magistrado;Juiz que assina e valida o mandado.
sinapses.Mandado;mandado.num_processo;Numero do Processo relacionado ao Mandado
sinapses.Mandado;mandado.mandado;Mandado de prisão ou internação.
sinapses.Mandado;mandado.municipio;Local de jurisdição ou atuação do mandado.
sinapses.Mandado;mandado.numero_do_mandado_de_prisao;Identificador exclusivo do mandado no sistema judiciário
sinapses.Mandado;mandado.num_processo;Numero do Processo relacionado ao Mandado
sinapses.Mandado;mandado.orgao_expedidor;Autoridade judicial que autorizou a emissão do mandado.
sinapses.Mandado;mandado.origem;Fonte emissora.
sinapses.Mandado;mandado.paragrafo_inciso;Base legal específica do mandado.
sinapses.Mandado;mandado.peca;Documento jurídico que fundamenta o mandado.
sinapses.Mandado;mandado.pena;Punição ordenada.
sinapses.Mandado;mandado.procedimento;Trâmite legal.
sinapses.Mandado;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Mandado;base_entity.sinapses_adicionais;
sinapses.Mandado;mandado.situacao;Status atual.
sinapses.Mandado;mandado.tipificacoes_penais;Natureza das acusações ou crimes no mandado.
sinapses.Mandado;mandado.tipo;Natureza do mandado.
sinapses.Mandado;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.registrocartorio;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.registrocartorio;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.registrocartorio;registrocartorio.cesdidetlhes;Detalhes do serviço eletrônico de registro.
sinapses.registrocartorio;base_entity.id;Identificador da entidade responsável.
sinapses.registrocartorio;registrocartorio.info_add;Dados complementares relevantes.
sinapses.registrocartorio;registrocartorio.matricula;Número único do registro do imóvel.
sinapses.registrocartorio;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.registrocartorio;registrocartorio.selo;Código de validação do documento.
sinapses.registrocartorio;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.IMEI;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.IMEI;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.IMEI;base_entity.expandable;Valores a serem expandidos
sinapses.IMEI;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.IMEI;imei.imei;Numeração do imei
sinapses.IMEI;imei.imei;Numeração do imei
sinapses.IMEI;imei.responsavel; Empresa responsável pelo bloqueio do IMEI
sinapses.IMEI;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.IMEI;base_entity.sinapses_adicionais;
sinapses.IMEI;imei.situacao;Status atual do dispositivo no registro.
sinapses.IMEI;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Visitas;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Visitas;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Visitas;visitas.cpf_visitado;CPF do visitado.
sinapses.Visitas;visitas.cpf_visitante;CPF de quem visitou.
sinapses.Visitas;visitas.data_visita;Data da visita.
sinapses.Visitas;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Visitas;visitas.nome_visitante;Nome do visitante.
sinapses.Visitas;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Visitas;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Pessoa_Desaparecida;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Pessoa_Desaparecida;pessoa.adactilia_d;Ausência de dedos na mão direita.
sinapses.Pessoa_Desaparecida;pessoa.adactilia_e;Ausência de dedos na mão esquerda.
sinapses.Pessoa_Desaparecida;pessoa.agencia;Nome da agência do banco do Servidor.
sinapses.Pessoa_Desaparecida;pessoa.codigo_da_agencia;Código da agência do banco do Servidor..
sinapses.Pessoa_Desaparecida;pessoa.alcunha;Apelido(s) comum(ns) da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.amputacao_d;Indica a amputação de um membro ou parte no lado direito.
sinapses.Pessoa_Desaparecida;pessoa.amputacao_e;Indica a amputação de um membro ou parte no lado esquerda.
sinapses.Pessoa_Desaparecida;pessoa.anquilose_d;-
sinapses.Pessoa_Desaparecida;pessoa.anquilose_e;-
sinapses.Pessoa_Desaparecida;pessoa.assinatura;Representa o estilo único de assinatura da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.associados;Pessoas associadas ao CPF buscado.
sinapses.Pessoa_Desaparecida;pessoa.atividade_principal;Atividade econômica principal praticado pela pessoa ou empresa.
sinapses.Pessoa_Desaparecida;pessoa.atividade_secundaria;Possível atividade secundária ou responsabilidade da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.data_de_atualizacao_do_cadastro;Data mais recente de atualização das informações de cadastro.
sinapses.Pessoa_Desaparecida;pessoa.data_de_atualizacao_da_situacao_cadastral;Data mais recente de atualização da situação cadastral.
sinapses.Pessoa_Desaparecida;pessoa.banco;Nome do banco no qual o sevidor é clente.
sinapses.Pessoa_Desaparecida;pessoa.base_origem;Origem dos dados ou informações da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.biometria;Impressão digital usada para identificar biometricamente o eleitorado.
sinapses.Pessoa_Desaparecida;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Pessoa_Desaparecida;pessoa.cabelos;Cor, tipo ou estilo dos cabelos da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.capital_socio;Valor investido pela pessoa em uma sociedade empresarial.
sinapses.Pessoa_Desaparecida;pessoa.cargo_em_sociedade;Cargo do sócio de uma empresa
sinapses.Pessoa_Desaparecida;pessoa.cbo;Classificação Brasileira de Ocupações
sinapses.Pessoa_Desaparecida;pessoa.certidao_militar;Registro oficial para cidadãos masculinos em serviço militar.
sinapses.Pessoa_Desaparecida;pessoa.cicatriz_d;Presença de cicatriz no lado direito do corpo.
sinapses.Pessoa_Desaparecida;pessoa.cicatriz_e;Presença de cicatriz no lado esquerda do corpo.
sinapses.Pessoa_Desaparecida;pessoa.cicatrizes;Marcas distintas na pele.
sinapses.Pessoa_Desaparecida;pessoa.cnae;Classificação Nacional de Atividades Econômicas (CNAE).
sinapses.Pessoa_Desaparecida;pessoa.cnae_secundario;Classificação Nacional de Atividades Econômicas secundárias (CNAE).
sinapses.Pessoa_Desaparecida;pessoa.cnh;Licença oficial para dirigir veículos no Brasil.
sinapses.Pessoa_Desaparecida;pessoa.categoria_cnh;Categoria da Carteira Nacional de Habilitação, indicando o tipo de veículo que a pessoa está habilitada a dirigir.
sinapses.Pessoa_Desaparecida;pessoa.data_primeira_emissao_cnh;Data em que a Carteira Nacional de Habilitação foi emitida pela primeira vez.
sinapses.Pessoa_Desaparecida;pessoa.data_ultima_emissao_cnh;Data em que a Carteira Nacional de Habilitação foi emitida pela última vez.
sinapses.Pessoa_Desaparecida;pessoa.cnh_dt_validade;Limite temporal de validade da licença de condução.
sinapses.Pessoa_Desaparecida;pessoa.cnh_espelho;Dados detalhados da licença de motorista.
sinapses.Pessoa_Desaparecida;pessoa.cnh_situacao_via;Estado atual do documento de habilitação.
sinapses.Pessoa_Desaparecida;pessoa.cns;Cartão Nacional de Saúde
sinapses.Pessoa_Desaparecida;pessoa.cod_ibge_uf;Código de 2 dígitos associados a um UF.
sinapses.Pessoa_Desaparecida;pessoa.cod_posemis;
sinapses.Pessoa_Desaparecida;pessoa.contador;Profissional de contabilidade responsável.
sinapses.Pessoa_Desaparecida;pessoa.cpf;Cadastro Nacional de Pessoa Física
sinapses.Pessoa_Desaparecida;pessoa.credenciamento;Indica se o indivíduo está credenciado ou registrada no sistema.
sinapses.Pessoa_Desaparecida;credilink_label;Identificação específica da empresa no sistema de informações comerciais Credilink.
sinapses.Pessoa_Desaparecida;pessoa.ctps;Carteira de Trabalho e Previdência Social
sinapses.Pessoa_Desaparecida;pessoa.data_de_admissao;Data de admissão
sinapses.Pessoa_Desaparecida;pessoa.data_atividade_comercial;Data associada a uma determinada transação comercial.
sinapses.Pessoa_Desaparecida;pessoa.data_cadastramento;Data de cadastramento da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.data_expedicao_rg;Quando o documento de identidade foi emitido.
sinapses.Pessoa_Desaparecida;pessoa.inicio_de_atividade;Data da assinatura do primeiro contrato social da empresa
sinapses.Pessoa_Desaparecida;pessoa.data_de_início_em_sociedade;Data de entrada em uma sociedade
sinapses.Pessoa_Desaparecida;pessoa.data_nascimento;Indica o dia, mês e ano em que a pessoa nasceu.
sinapses.Pessoa_Desaparecida;pessoa.data_obito;Data registrada do falecimento.
sinapses.Pessoa_Desaparecida;pessoa.data_outro_documento;Data em que o documento adicional foi emitido.
sinapses.Pessoa_Desaparecida;pessoa.dedo_amputado; Indica se existe amputação de algum dedo.
sinapses.Pessoa_Desaparecida;pessoa.deposito_fechado;Armazenagem própria apenas para estoque do contribuinte e situada no mesmo Estado.
sinapses.Pessoa_Desaparecida;pessoa.descricao_do_cnae;Descrição do CNAE.
sinapses.Pessoa_Desaparecida;pessoa.descricao_cbo;Descrição da CBO
sinapses.Pessoa_Desaparecida;pessoa.detalhes_inscricao_estadual;Apresenta informações específicas relacionadas à inscrição estadual.
sinapses.Pessoa_Desaparecida;pessoa.dni;Documento Nacional de Identidade
sinapses.Pessoa_Desaparecida;pessoa.doador;Indica se a pessoa é doadora de orgãos.
sinapses.Pessoa_Desaparecida;pessoa.drr;Pontos de Presença da Receita Estadual (Secretaria da Fazenda)
sinapses.Pessoa_Desaparecida;pessoa_desaparecida.data_desaparecimento;Indica quando a pessoa foi vista pela última vez.
sinapses.Pessoa_Desaparecida;pessoa.data_situacao_cadastral;Data de alterações significativas no cadastro legal da pessoa ou empresa.
sinapses.Pessoa_Desaparecida;pessoa.ectrodactilia_d;Malformação congênita presente na mão direita
sinapses.Pessoa_Desaparecida;pessoa.ectrodactilia_e;Malformação congênita presente na mão esquerda.
sinapses.Pessoa_Desaparecida;pessoa.e_mail;Contato eletrônico primário da pessoa para correspondências digitais.
sinapses.Pessoa_Desaparecida;pessoa.matricula_employee;Identificador do indivíduo como funcionário em uma organização.
sinapses.Pessoa_Desaparecida;pessoa.envio_de_arquivos_de_efd;Indica se há obrigatoriedade de envio dos arquivos da Escrituração Fiscal Digital (EFD) para a administração tributária.
sinapses.Pessoa_Desaparecida;pessoa.escolaridade;Escolaridade da pessoa
sinapses.Pessoa_Desaparecida;pessoa.estado_civil;Situação matrimonial atual da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.estatura;Altura da pessoa.
sinapses.Pessoa_Desaparecida;base_entity.expandable;Valores a serem expandidos
sinapses.Pessoa_Desaparecida;pessoa.faixa_etaria;Faixa etária.
sinapses.Pessoa_Desaparecida;pessoa.fator_rh;Tipo de antígeno presente no sangue da pessoa.
sinapses.Pessoa_Desaparecida;person.filepath;Caminho para um arquivo de referência
sinapses.Pessoa_Desaparecida;pessoa.filhosmaiores;Informação sobre filhos da pessoa que são legalmente adultos.
sinapses.Pessoa_Desaparecida;pessoa.filhosmenores;Informação sobre filhos da pessoa que ainda não são legalmente adultos.
sinapses.Pessoa_Desaparecida;pessoa.filiacao;Nomes dos pais ou tutores.
sinapses.Pessoa_Desaparecida;pessoa.formacao;Formação da pessoa
sinapses.Pessoa_Desaparecida;pessoa.formulario_renach;Identificação do formulário do Registro Nacional de Condutores Habilitados.
sinapses.Pessoa_Desaparecida;pessoa.grau_de_instrucao;Nível educacional do indivíduo.
sinapses.Pessoa_Desaparecida;pessoa.grau_de_parentesco;Grau de parentesco com o alvo da busca
sinapses.Pessoa_Desaparecida;pessoa.id_corpo;Número único para identificação de um corpo.
sinapses.Pessoa_Desaparecida;person.id;Identificador único da entidade no sistema.
sinapses.Pessoa_Desaparecida;pessoa.id_profissional;Número que identifica a pessoa em seu contexto profissional.
sinapses.Pessoa_Desaparecida;pessoa_desaparecida.idade;Reflete quantos anos a pessoa tinha na época em que desapareceu.
sinapses.Pessoa_Desaparecida;pessoa.idioma;Idioma falado ou conhecido pela pessoa.
sinapses.Pessoa_Desaparecida;pessoa.impossivel_assinar;Indica se a pessoa tem alguma limitação que a impede de assinar documentos.
sinapses.Pessoa_Desaparecida;pessoa.informacoes_adicionais;Dados complementares relevantes.
sinapses.Pessoa_Desaparecida;pessoa.info_restricao;Restrições financeiras ou legais.
sinapses.Pessoa_Desaparecida;person.ie;Inscrição Estadual associada
sinapses.Pessoa_Desaparecida;label_default_key;Identificação padrão usada para categorizar ou marcar a pessoa.
sinapses.Pessoa_Desaparecida;person.link;Endereço eletrônico associado à pessoa.
sinapses.Pessoa_Desaparecida;pessoa.macrodactilia_d; Dedos anormalmente grandes na mão direita.
sinapses.Pessoa_Desaparecida;pessoa.macrodactilia_e; Dedos anormalmente grandes na mão esquerda.
sinapses.Pessoa_Desaparecida;pessoa.mae;Indica o nome completo da mãe da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.cpf;Cadastro Nacional de Pessoa Física
sinapses.Pessoa_Desaparecida;pessoa.matricula;Identificador único em contextos educacionais ou corporativos.
sinapses.Pessoa_Desaparecida;pessoa.media_credito;Média mensal das movimentações de crédito.
sinapses.Pessoa_Desaparecida;pessoa.media_debito;Média mensal das movimentações de débito.
sinapses.Pessoa_Desaparecida;pessoa.mei;Micro Empreendedor Individual
sinapses.Pessoa_Desaparecida;pessoa.mei_caminhoneiro;Micro Empreendedor Individual - Caminhoneiro
sinapses.Pessoa_Desaparecida;pessoa.microdactilia_d;Dedos anormalmente pequenos na mão direita.
sinapses.Pessoa_Desaparecida;pessoa.microdactilia_e;Dedos anormalmente pequenos na mão esquerda.
sinapses.Pessoa_Desaparecida;pessoa.motivo_da_restricao;Motivos de restrições financeiras ou legais.
sinapses.Pessoa_Desaparecida;person.mp_virtual_code;Código virtual associado à pessoa no Ministério Público.
sinapses.Pessoa_Desaparecida;pessoa.nacionalidade; País de origem ou cidadania da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.naturalidade;Cidade ou localidade onde a pessoa nasceu.
sinapses.Pessoa_Desaparecida;pessoa.natureza_juridica;Natureza da relação entre o autônomo e seus clientes ou contratantes.
sinapses.Pessoa_Desaparecida;pessoa.nome_anterior;Nome utilizado anteriormente pela pessoa
sinapses.Pessoa_Desaparecida;person.fullname;Nome completo de uma Pessoa
sinapses.Pessoa_Desaparecida;pessoa.nome_social;Autoidentificação da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.numero_outro_documento;Número específico do documento adicional mencionado.
sinapses.Pessoa_Desaparecida;pessoa.numero_registro_sicri;Número de Registro no Sistema de Identificacao Criminal
sinapses.Pessoa_Desaparecida;pessoa.aplicativo_nfpe;Número do documento NFP-e associado à Pessoa.
sinapses.Pessoa_Desaparecida;pessoa.obito;Verifica se há registro de falecimento.
sinapses.Pessoa_Desaparecida;pessoa.observacoes;Observações a respeito do indivíduo.
sinapses.Pessoa_Desaparecida;pessoa.olhos;Cor ou características dos olhos da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.orgao_emissor_outro_documento;Entidade que emitiu o documento adicional.
sinapses.Pessoa_Desaparecida;pessoa.orgao_emissor_rg;Instituição que emitiu o documento de identidade da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.outras_caracteristicas;Informações adicionais sobre características físicas.
sinapses.Pessoa_Desaparecida;pessoa.outras_ocorrencias;Quantidade de outras ocorrências
sinapses.Pessoa_Desaparecida;pessoa.outro_documento;Indica a presença de um documento adicional relevante.
sinapses.Pessoa_Desaparecida;pessoa.outros;Engloba diferentes documentos adicionais relevantes para a pessoa.
sinapses.Pessoa_Desaparecida;pessoa.pcd;Pessoa com deficiência
sinapses.Pessoa_Desaparecida;pessoa.cadastro_do_paf_ecf;Indica se o indivíduo em questão tem o Programa Aplicativo Fiscal para o Emissor de Cupom Fiscal (PAF-ECF) cadastrado no sistema.
sinapses.Pessoa_Desaparecida;pessoa.pai;Indica o nome completo do pai da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.pais_passaporte;País de origem do passaporte.
sinapses.Pessoa_Desaparecida;pessoa.parentesco;Relação de parentesco da pessoa com outras entidades.
sinapses.Pessoa_Desaparecida;pessoa.participacao;Refere-se ao papel ou posição que uma pessoa ocupa dentro da estrutura societária de uma empresa.
sinapses.Pessoa_Desaparecida;pessoa.passaporte;Numero do Passaporte
sinapses.Pessoa_Desaparecida;pessoa.pele;Descrição da tonalidade ou características da pele.
sinapses.Pessoa_Desaparecida;pessoa.pena_imposta;Punição ou castigo imposto por lei a algum crime, delito ou contravenção.
sinapses.Pessoa_Desaparecida;pessoa.peso;Massa corporal para identificação.
sinapses.Pessoa_Desaparecida;pessoa.pgu;Identificador no documento de habilitação
sinapses.Pessoa_Desaparecida;pessoa.pis;Número de registro no programa PIS/PASEP, importante para benefícios sociais e trabalhistas.
sinapses.Pessoa_Desaparecida;pessoa.polidactilia_d;Presença de dedos extras na mão direita.
sinapses.Pessoa_Desaparecida;pessoa.polidactilia_e;Presença de dedos extras na mão esquerda.
sinapses.Pessoa_Desaparecida;pessoa.porte;Descrição física geral da pessoa, como porte atlético, magro, etc.
sinapses.Pessoa_Desaparecida;pessoa.possui_salario;Verifica se existe informação sobre salário.
sinapses.Pessoa_Desaparecida;person.firstnames;Primeiro nome de uma Pessoa
sinapses.Pessoa_Desaparecida;pessoa.procedencia;Procedência do indivíduo
sinapses.Pessoa_Desaparecida;pessoa.procon;Informacoes do PROCON
sinapses.Pessoa_Desaparecida;pessoa.profissao;Atividade profissional exercida.
sinapses.Pessoa_Desaparecida;person.qtd_processos;Quantidade de processos judiciais ou administrativos relacionados.
sinapses.Pessoa_Desaparecida;pessoa.qualidade;Características ou atributos específicos da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.qualificação_societária;Qualificação do sócio em uma empresa
sinapses.Pessoa_Desaparecida;pessoa.razao_social;Razão Social da Empresa
sinapses.Pessoa_Desaparecida;pessoa.recaptura;Detalhes sobre eventuais processos de recaptura associados à pessoa.
sinapses.Pessoa_Desaparecida;pessoa.regime_de_tributacao;Um sistema que estabelece a cobrança de impostos de cada CNPJ.
sinapses.Pessoa_Desaparecida;pessoa.regime_de_pagamento;Sistema utilizado para quitar obrigações financeiras.
sinapses.Pessoa_Desaparecida;pessoa.regimebens; Termos legais que regem a propriedade dos bens em um casamento.
sinapses.Pessoa_Desaparecida;pessoa.unidade_regional_tributaria;Unidade Regional Tributária a qual o profissional está registrado ou associado.
sinapses.Pessoa_Desaparecida;pessoa.renach;Registro Nacional de Carteira de Habilitacao.
sinapses.Pessoa_Desaparecida;pessoa.renda_estimada;Estimativa de renda.
sinapses.Pessoa_Desaparecida;pessoa.renda_presumida;Renda presumida.
sinapses.Pessoa_Desaparecida;pessoa.restricoes_medicas;Indica se a pessoa possui restrições médicas.
sinapses.Pessoa_Desaparecida;pessoa.rg;Documento oficial brasileiro para identificação pessoal.
sinapses.Pessoa_Desaparecida;pessoa.rg_pm;Número de identificação da Polícia Militar.
sinapses.Pessoa_Desaparecida;pessoa.rne;Identificação para estrangeiros residentes no Brasil.
sinapses.Pessoa_Desaparecida;pessoa.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Pessoa_Desaparecida;pessoa.serie_ctps;Número de Série da Carteira de Trabalho e Previdência Social
sinapses.Pessoa_Desaparecida;pessoa.sexo;Gênero biológico da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.sigilo;Classificação de confidencialidade do registro.
sinapses.Pessoa_Desaparecida;pessoa.signo;Signo zodiacal.
sinapses.Pessoa_Desaparecida;pessoa.simples_nacional;Regime simplificado e unificado de arrecadação
sinapses.Pessoa_Desaparecida;base_entity.sinapses_adicionais;
sinapses.Pessoa_Desaparecida;pessoa.sindactilia_d;Descreve a fusão dos dedos na mão direita.
sinapses.Pessoa_Desaparecida;pessoa.sindactilia_e;Descreve a fusão dos dedos na mão esquerda
sinapses.Pessoa_Desaparecida;pessoa.situacao_atual;Situação atual sobre o emprego da Pessoa.
sinapses.Pessoa_Desaparecida;pessoa.situacao_cadastral_vigente;Informações sobre a situação econômica, financeira ou fiscal do titular do CPF.
sinapses.Pessoa_Desaparecida;pessoa.situacao_do_cpf;Nenhuma pendência no cadastro do contribuinte.
sinapses.Pessoa_Desaparecida;person.lastname;Sobrenome de uma Pessoa.
sinapses.Pessoa_Desaparecida;pessoa.status_receita;Situação fiscal na Receita Federal.
sinapses.Pessoa_Desaparecida;pessoa.tatuagens;Desenhos corporais para identificação.
sinapses.Pessoa_Desaparecida;pessoa.tel_id;Identificador exclusivo associado ao telefone da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.tipo_do_contribuinte;Classificação quanto ao tipo de contribuição do profissional.
sinapses.Pessoa_Desaparecida;pessoa.tipo_pis_pasep;Categoria ou variação do programa PIS/PASEP ao qual a pessoa está vinculada.
sinapses.Pessoa_Desaparecida;pessoa.tipo_sanguineo;Grupo sanguíneo da pessoa.
sinapses.Pessoa_Desaparecida;pessoa.titulo_eleitor;Identificação para participação em processos eleitorais.
sinapses.Pessoa_Desaparecida;pessoa.total_credito;Soma total das movimentações de crédito realizadas pela pessoa.
sinapses.Pessoa_Desaparecida;pessoa.total_debito;Soma total das movimentações de débito realizadas pela pessoa.
sinapses.Pessoa_Desaparecida;pessoa.uf;Unidade Federativa
sinapses.Pessoa_Desaparecida;pessoa.uf_cnh;Estado emissor da licença de motorista.
sinapses.Pessoa_Desaparecida;pessoa.uf_ctps;Estado da Carteira de Trabalho e Previdência Social
sinapses.Pessoa_Desaparecida;pessoa.uf_de_nascimento;Indica a UF onde a pessoa nasceu
sinapses.Pessoa_Desaparecida;pessoa.uf_outro_documento;Estado brasileiro onde o documento adicional foi emitido.
sinapses.Pessoa_Desaparecida;pessoa.uf_do_rg;Estado emissor do documento de identidade.
sinapses.Pessoa_Desaparecida;pessoa.ultima_situacao;Registro mais recente da condição legal ou comercial da pessoa ou empresa.
sinapses.Pessoa_Desaparecida;pessoa.ultimo_salario;Valor mais recente do salário registrado.
sinapses.Pessoa_Desaparecida;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Pessoa_Desaparecida;pessoa.vulgo;Nome pelo qual a pessoa é conhecida popularmente, diferente do nome legal.
sinapses.Pessoa_Desaparecida;pessoa.zona;Zona eleitoral.
maltego.plus.google.profile;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
maltego.plus.google.profile;properties.google;Nome alternativo para busca .
maltego.plus.google.profile;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
maltego.plus.google.profile;base_entity.expandable;Valores a serem expandidos
maltego.plus.google.profile;base_entity.id;Identificador do perfil, de acordo com a rede social ou aplicativo de origem. 
maltego.plus.google.profile;profile-image;Imagem do Perfil da Rede Social.
maltego.plus.google.profile;properties.google;Nome alternativo para busca .
maltego.plus.google.profile;name;Nome do perfil.
maltego.plus.google.profile;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
maltego.plus.google.profile;base_entity.sinapses_adicionais;
maltego.plus.google.profile;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
maltego.company;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
maltego.company;empresa.alvara;Documento oficial que autoriza a empresa a realizar suas atividades comerciais ou industriais.
maltego.company;empresa.atividade_principal;Área de negócio central da empresa, definindo seu mercado principal.
maltego.company;empresa.atividade_secundaria;Áreas adicionais de atuação da empresa, expandindo seu alcance de mercado.
maltego.company;empresa.data_de_atualizacao_do_cadastro;Data mais recente de atualização das informações de cadastro.
maltego.company;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
maltego.company;empresa.candidatura;Participação da empresa em campanhas eleitorais.
maltego.company;empresa.capital;Valor oficial do capital investido na empresa, indicando sua escala financeira.
maltego.company;empresa.capital_integralizado;Valor do capital integralizado pela empresa.
maltego.company;empresa.cep;CEP ou Zipcode do endereço.
maltego.company;city;Município onde a empresa está registrada.
maltego.company;empresa.cnae;Classificação Nacional de Atividades Econômicas (CNAE).
maltego.company;empresa.cnae_secundario;Classificação Nacional de Atividades Econômicas secundárias (CNAE).
maltego.company;empresa.cnpj;CNPJ - Cadastro Nacional da Pessoa Juridica
maltego.company;empresa.codigo_de_cargo_na_sociedade;Codigo do cargo ocupado por um sócio em uma sociedade
maltego.company;empresa.codigo_ibge;Código do Instituto Brasileiro de Geografia e Estatística.
maltego.company;empresa.cod_ibge_do_municipio;Código de 7 dígitos associados a um município.
maltego.company;empresa.credenciamento;Indica se a empresa está credenciada ou registrada no sistema.
maltego.company;credilink_label;Identificação específica da empresa no sistema de informações comerciais Credilink.
maltego.company;empresa.credito_presumido;Crédito presumido da Empresa.
maltego.company;empresa.cte;O CT-e deve ser emitido para registrar operações de prestação de serviço de transporte de cargas.
maltego.company;empresa.data_cte;Data que o CT-e foi emitido.
maltego.company;data_da_portabilidade.;Data que a portabilidade ocorreu.
maltego.company;empresa.data_exclusão_mei;Data da exclusão no MEI
maltego.company;empresa.data_exclusão_simples_nacional;Data da exclusão no Simples Nacional
maltego.company;empresa.data_falencia;Data oficial do anúncio de falência da empresa.
maltego.company;empresa.data_de_fundacao;Data de fundação da Empresa
maltego.company;empresa.data_inicio_de_atividade;Data da assinatura do primeiro contrato social da empresa
maltego.company;empresa.data_inclusão_mei;Data da inclusão no MEI
maltego.company;empresa.portabilidade;Data de transferência de serviços ou infraestrutura da empresa.
maltego.company;empresa.data_revogacao_falencia;Data em que a falência da empresa foi anulada.
maltego.company;empresa.data_inclusão_simples_nacional;Data da inclusão no Simples Nacional
maltego.company;empresa.data_da_situacao_na_unidade_federativa;Data da Situação na Unidade Federativa
maltego.company;empresa.deposito_fechado;Armazenagem própria apenas para estoque do contribuinte e situada no mesmo Estado.
maltego.company;empresa.descricao_de_cargo_na_sociedade;Descrição do cargo ocupado por um sócio em uma sociedade
maltego.company;empresa.descricao_do_cnae;Descrição do CNAE.
maltego.company;empresa.descrição_da_natureza_jurídica;Descrição da Natureza Jurídica da Empresa.
maltego.company;empresa.detalhes_inscricao_estadual;Apresenta informações específicas relacionadas à inscrição estadual.
maltego.company;empresa.dt_baixa_alvara;Data em que o alvará de funcionamento da empresa foi oficialmente encerrado ou revogado.
maltego.company;empresa.dt_concessao_alvara;Data em que foi concedido o alvará de funcionamento.
maltego.company;empresa.data_de_consulta;Data de acesso ou atualização das informações da empresa.
maltego.company;empresa.dt_criacao;Marca o início formal das operações da empresa.
maltego.company;empresa.data_de_entrada_na_sociedade;Data em que o sócio buscado entrou na sociedade
maltego.company;empresa.dt_fim;Data que marca o término ou dissolução legal da empresa.
maltego.company;empresa.dt_consulta;Faixa de datas das últimas consultas sobre a empresa.
maltego.company;empresa.data_situacao_cadastral;Data de alterações significativas no cadastro legal da empresa.
maltego.company;empresa.data_situacao_especial;Data da situação especial da condição legal ou comercial da empresa.
maltego.company;empresa.perfil_escrituracao;Perfil de detalhamento dos documentos escriturados.
maltego.company;empresa.data_efd;Data obrigatoriedade do Perfil de Escrituração.
